date,t2m,sp,rh,wind_speed,pwv,tp
2022/8/6 15:00,303.93,1001.6,74.47,1.85,52.55,1.00E-05
2022/8/6 15:15,303.93,1001.65,74.41,1.96,52.03,1.00E-05
2022/8/6 15:30,303.94,1001.71,74.36,2.07,51.36,1.00E-05
2022/8/6 15:45,303.94,1001.76,74.3,2.17,51.44,1.00E-05
2022/8/6 16:00,303.95,1001.82,74.25,2.28,51.95,1.00E-05
2022/8/6 16:15,303.85,1001.63,74.18,2.3,52.31,1.00E-05
2022/8/6 16:30,303.75,1001.44,74.11,2.33,51.84,1.00E-05
2022/8/6 16:45,303.64,1001.25,74.04,2.35,51.82,1.00E-05
2022/8/6 17:00,303.54,1001.07,73.97,2.37,51.84,1.00E-05
2022/8/6 17:15,303.55,1001,73.77,2.34,51.61,1.00E-05
2022/8/6 17:30,303.56,1000.93,73.57,2.3,51.56,1.00E-05
2022/8/6 17:45,303.58,1000.86,73.37,2.27,51.5,1.00E-05
2022/8/6 18:00,303.59,1000.79,73.18,2.24,51.62,1.00E-05
2022/8/6 18:15,303.63,1000.72,73.06,2.3,51.44,1.00E-05
2022/8/6 18:30,303.67,1000.65,72.95,2.36,51.44,1.00E-05
2022/8/6 18:45,303.71,1000.58,72.84,2.42,51.62,1.00E-05
2022/8/6 19:00,303.76,1000.51,72.72,2.47,52.12,1.00E-05
2022/8/6 19:15,303.61,1000.46,72.57,2.52,52.41,1.00E-05
2022/8/6 19:30,303.46,1000.41,72.42,2.57,52.64,1.00E-05
2022/8/6 19:45,303.31,1000.36,72.26,2.61,52.67,1.00E-05
2022/8/6 20:00,303.16,1000.32,72.11,2.66,52.08,1.00E-05
2022/8/6 20:15,303.16,1000.32,72.06,2.7,51.56,1.00E-05
2022/8/6 20:30,303.17,1000.33,72,2.74,51.11,1.00E-05
2022/8/6 20:45,303.18,1000.33,71.95,2.78,50.8,1.00E-05
2022/8/6 21:00,303.18,1000.34,71.9,2.82,50.71,1.00E-05
2022/8/6 21:15,303.73,1000.44,72.5,2.74,50.89,1.00E-05
2022/8/6 21:30,304.28,1000.55,73.1,2.67,51.15,1.00E-05
2022/8/6 21:45,304.83,1000.66,73.71,2.6,51.17,1.00E-05
2022/8/6 22:00,305.39,1000.76,74.31,2.52,50.78,1.00E-05
2022/8/6 22:15,305.34,1000.91,74.16,2.76,50.94,1.00E-05
2022/8/6 22:30,305.3,1001.06,74,3,51.5,1.00E-05
2022/8/6 22:45,305.26,1001.22,73.85,3.24,52.14,1.00E-05
2022/8/6 23:00,305.22,1001.37,73.7,3.48,52.41,1.00E-05
2022/8/6 23:15,305.22,1001.3,72.61,3.64,53.08,1.00E-05
2022/8/6 23:30,305.22,1001.23,71.51,3.79,53.87,1.00E-05
2022/8/6 23:45,305.21,1001.17,70.42,3.94,54.49,1.00E-05
2022/8/7 0:00,305.21,1001.1,69.33,4.09,50.89,1.00E-05
2022/8/7 0:15,305.2,1001.1,67.63,4.27,50.94,1.00E-05
2022/8/7 0:30,305.18,1001.1,65.94,4.44,50.94,1.00E-05
2022/8/7 0:45,305.17,1001.09,64.25,4.61,50.84,1.00E-05
2022/8/7 1:00,305.16,1001.09,62.56,4.78,50.71,1.00E-05
2022/8/7 1:15,305.87,1001.17,61.13,4.95,50.87,1.00E-05
2022/8/7 1:30,306.57,1001.25,59.7,5.13,50.99,1.00E-05
2022/8/7 1:45,307.28,1001.33,58.27,5.3,50.94,1.00E-05
2022/8/7 2:00,307.98,1001.41,56.84,5.47,50.71,1.00E-05
2022/8/7 2:15,307.93,1001.37,55.99,5.5,50.38,1.00E-05
2022/8/7 2:30,307.87,1001.33,55.15,5.53,50.25,1.00E-05
2022/8/7 2:45,307.81,1001.29,54.3,5.56,49.52,1.00E-05
2022/8/7 3:00,307.75,1001.25,53.46,5.59,48.76,1.00E-05
2022/8/7 3:15,307.73,1001.19,52.74,5.54,48.6,1.00E-05
2022/8/7 3:30,307.71,1001.14,52.03,5.49,48.79,1.00E-05
2022/8/7 3:45,307.7,1001.08,51.31,5.44,49.16,1.00E-05
2022/8/7 4:00,307.68,1001.03,50.6,5.4,49.41,1.00E-05
2022/8/7 4:15,308.16,1000.93,50.02,5.34,49.26,1.00E-05
2022/8/7 4:30,308.63,1000.82,49.44,5.29,49,1.00E-05
2022/8/7 4:45,309.11,1000.72,48.86,5.24,49.23,1.00E-05
2022/8/7 5:00,309.59,1000.62,48.28,5.19,49.91,1.00E-05
2022/8/7 5:15,309.6,1000.49,47.75,5.17,49.81,1.00E-05
2022/8/7 5:30,309.6,1000.35,47.22,5.16,49.63,1.00E-05
2022/8/7 5:45,309.61,1000.22,46.7,5.15,49.73,1.00E-05
2022/8/7 6:00,309.62,1000.09,46.17,5.14,49.87,1.00E-05
2022/8/7 6:15,309.68,999.99,46.02,5.03,50.17,1.00E-05
2022/8/7 6:30,309.74,999.89,45.88,4.92,50.5,1.00E-05
2022/8/7 6:45,309.8,999.8,45.73,4.82,50.38,1.00E-05
2022/8/7 7:00,309.86,999.7,45.59,4.71,50.24,1.00E-05
2022/8/7 7:15,310.02,999.55,46.16,4.48,50.01,1.00E-05
2022/8/7 7:30,310.17,999.41,46.74,4.26,49.93,1.00E-05
2022/8/7 7:45,310.32,999.27,47.31,4.03,50.14,1.00E-05
2022/8/7 8:00,310.48,999.12,47.88,3.81,51.03,1.00E-05
2022/8/7 8:15,310.48,999.01,48.77,3.56,51.38,1.00E-05
2022/8/7 8:30,310.49,998.89,49.66,3.3,50.93,1.00E-05
2022/8/7 8:45,310.5,998.77,50.55,3.05,50.67,1.00E-05
2022/8/7 9:00,310.51,998.65,51.44,2.8,50.49,1.00E-05
2022/8/7 9:15,309.57,998.63,52.75,2.63,50,1.00E-05
2022/8/7 9:30,308.63,998.6,54.07,2.46,49.67,1.00E-05
2022/8/7 9:45,307.69,998.58,55.38,2.3,49.72,1.00E-05
2022/8/7 10:00,306.75,998.56,56.69,2.13,49.64,1.00E-05
2022/8/7 10:15,306.59,998.71,58.3,2.06,49.88,1.00E-05
2022/8/7 10:30,306.43,998.86,59.9,1.99,50.44,1.00E-05
2022/8/7 10:45,306.27,999.01,61.5,1.93,50.75,1.00E-05
2022/8/7 11:00,306.1,999.17,63.11,1.86,50.49,1.00E-05
2022/8/7 11:15,306.06,999.17,64.18,1.92,50.59,1.00E-05
2022/8/7 11:30,306.02,999.18,65.25,1.97,51.13,1.00E-05
2022/8/7 11:45,305.98,999.18,66.32,2.03,51.59,1.00E-05
2022/8/7 12:00,305.94,999.19,67.4,2.09,52.22,1.00E-05
2022/8/7 12:15,305.98,999.41,67.96,2.13,52.94,1.00E-05
2022/8/7 12:30,306.03,999.63,68.52,2.17,53.66,1.00E-05
2022/8/7 12:45,306.08,999.85,69.08,2.21,53.83,1.00E-05
2022/8/7 13:00,306.12,1000.08,69.65,2.25,53.13,1.00E-05
2022/8/7 13:15,305.99,1000.17,69.92,2.34,51.94,1.00E-05
2022/8/7 13:30,305.86,1000.26,70.19,2.43,50.8,1.00E-05
2022/8/7 13:45,305.72,1000.35,70.45,2.52,50.25,1.00E-05
2022/8/7 14:00,305.59,1000.44,70.72,2.61,50,1.00E-05
2022/8/7 14:15,305.38,1000.51,70.69,2.75,50.28,1.00E-05
2022/8/7 14:30,305.18,1000.57,70.66,2.88,50.43,1.00E-05
2022/8/7 14:45,304.98,1000.64,70.63,3.01,50.82,1.00E-05
2022/8/7 15:00,304.77,1000.7,70.6,3.14,50.61,1.00E-05
2022/8/7 15:15,304.8,1000.72,70.48,3.09,50.4,1.00E-05
2022/8/7 15:30,304.84,1000.74,70.36,3.03,50.05,1.00E-05
2022/8/7 15:45,304.87,1000.75,70.24,2.97,50.44,1.00E-05
2022/8/7 16:00,304.9,1000.77,70.12,2.91,51.14,1.00E-05
2022/8/7 16:15,304.79,1000.76,70.13,2.86,51.45,1.00E-05
2022/8/7 16:30,304.67,1000.75,70.15,2.8,51.47,1.00E-05
2022/8/7 16:45,304.55,1000.74,70.17,2.74,51.43,1.00E-05
2022/8/7 17:00,304.44,1000.73,70.18,2.68,51.21,1.00E-05
2022/8/7 17:15,304.43,1000.66,70.34,2.67,50.87,1.00E-05
2022/8/7 17:30,304.43,1000.58,70.5,2.65,50.95,1.00E-05
2022/8/7 17:45,304.43,1000.51,70.66,2.63,51.19,1.00E-05
2022/8/7 18:00,304.43,1000.44,70.83,2.61,51.87,1.00E-05
2022/8/7 18:15,304.42,1000.46,70.92,2.66,52.62,1.00E-05
2022/8/7 18:30,304.41,1000.47,71.02,2.7,53.23,1.00E-05
2022/8/7 18:45,304.4,1000.49,71.12,2.74,53.7,1.00E-05
2022/8/7 19:00,304.39,1000.51,71.22,2.79,54.1,1.00E-05
2022/8/7 19:15,304.19,1000.41,71.35,2.84,54.28,1.00E-05
2022/8/7 19:30,304,1000.32,71.49,2.89,54.5,1.00E-05
2022/8/7 19:45,303.81,1000.22,71.62,2.94,54.96,1.00E-05
2022/8/7 20:00,303.62,1000.13,71.75,2.99,54.79,1.00E-05
2022/8/7 20:15,303.64,1000.25,71.91,3.01,54.41,1.00E-05
2022/8/7 20:30,303.67,1000.36,72.07,3.03,54.35,1.00E-05
2022/8/7 20:45,303.69,1000.48,72.22,3.05,54.43,1.00E-05
2022/8/7 21:00,303.72,1000.59,72.38,3.08,53.76,1.00E-05
2022/8/7 21:15,304.23,1000.57,73.15,3.03,53.49,1.00E-05
2022/8/7 21:30,304.74,1000.55,73.93,2.98,53.36,1.00E-05
2022/8/7 21:45,305.25,1000.53,74.7,2.93,53.06,1.00E-05
2022/8/7 22:00,305.76,1000.51,75.48,2.89,52.89,1.00E-05
2022/8/7 22:15,305.75,1000.68,75.37,3.03,52.89,1.00E-05
2022/8/7 22:30,305.74,1000.85,75.27,3.17,53.31,1.00E-05
2022/8/7 22:45,305.73,1001.02,75.16,3.31,54.03,1.00E-05
2022/8/7 23:00,305.71,1001.19,75.06,3.45,54.29,1.00E-05
2022/8/7 23:15,305.7,1001.14,73.94,3.5,54.7,1.00E-05
2022/8/7 23:30,305.69,1001.08,72.82,3.56,55.64,1.00E-05
2022/8/7 23:45,305.68,1001.03,71.71,3.61,56.06,1.00E-05
2022/8/8 0:00,305.67,1000.97,70.59,3.67,52.36,1.00E-05
2022/8/8 0:15,305.64,1000.94,68.7,3.77,52.41,1.00E-05
2022/8/8 0:30,305.6,1000.9,66.81,3.87,52.23,1.00E-05
2022/8/8 0:45,305.57,1000.87,64.93,3.97,51.93,1.00E-05
2022/8/8 1:00,305.54,1000.84,63.04,4.07,51.63,1.00E-05
2022/8/8 1:15,306.37,1000.97,61.47,4.11,51.75,1.00E-05
2022/8/8 1:30,307.2,1001.1,59.9,4.15,51.42,1.00E-05
2022/8/8 1:45,308.04,1001.23,58.33,4.19,51.27,1.00E-05
2022/8/8 2:00,308.87,1001.36,56.75,4.23,51.23,1.00E-05
2022/8/8 2:15,308.85,1001.43,55.8,4.22,50.64,1.00E-05
2022/8/8 2:30,308.82,1001.49,54.84,4.2,50.27,1.00E-05
2022/8/8 2:45,308.8,1001.55,53.88,4.19,49.83,1.00E-05
2022/8/8 3:00,308.78,1001.62,52.92,4.17,49.16,1.00E-05
2022/8/8 3:15,308.79,1001.57,52.17,4.14,49.14,1.00E-05
2022/8/8 3:30,308.81,1001.52,51.42,4.1,49.29,1.00E-05
2022/8/8 3:45,308.82,1001.47,50.67,4.07,49.87,1.00E-05
2022/8/8 4:00,308.83,1001.43,49.92,4.03,50.66,1.00E-05
2022/8/8 4:15,309.21,1001.24,49.41,3.98,50.95,1.00E-05
2022/8/8 4:30,309.58,1001.06,48.9,3.94,51.02,1.00E-05
2022/8/8 4:45,309.96,1000.88,48.39,3.89,50.62,1.00E-05
2022/8/8 5:00,310.33,1000.7,47.88,3.84,50.97,1.00E-05
2022/8/8 5:15,310.31,1000.54,47.58,3.82,50.45,1.00E-05
2022/8/8 5:30,310.28,1000.37,47.27,3.8,50.53,1.00E-05
2022/8/8 5:45,310.25,1000.21,46.96,3.77,50.78,1.00E-05
2022/8/8 6:00,310.23,1000.05,46.65,3.75,51.48,1.00E-05
2022/8/8 6:15,310.26,999.97,46.51,3.67,52.09,1.00E-05
2022/8/8 6:30,310.29,999.89,46.37,3.58,52.38,1.00E-05
2022/8/8 6:45,310.33,999.81,46.24,3.5,52.13,1.00E-05
2022/8/8 7:00,310.36,999.73,46.1,3.42,51.65,1.00E-05
2022/8/8 7:15,310.16,999.59,46.05,3.32,51.25,1.00E-05
2022/8/8 7:30,309.96,999.45,45.99,3.22,51.73,1.00E-05
2022/8/8 7:45,309.76,999.3,45.94,3.12,52.25,1.00E-05
2022/8/8 8:00,309.56,999.16,45.89,3.02,52.67,1.00E-05
2022/8/8 8:15,309.5,999.05,47.31,2.88,53.25,1.00E-05
2022/8/8 8:30,309.44,998.93,48.73,2.73,53.77,1.00E-05
2022/8/8 8:45,309.38,998.81,50.15,2.59,54.35,1.00E-05
2022/8/8 9:00,309.32,998.69,51.57,2.44,55,1.00E-05
2022/8/8 9:15,308.5,998.75,54.07,2.38,55.71,1.00E-05
2022/8/8 9:30,307.68,998.8,56.57,2.32,57.05,1.00E-05
2022/8/8 9:45,306.86,998.86,59.06,2.26,57.91,1.00E-05
2022/8/8 10:00,306.04,998.92,61.56,2.2,57.86,1.00E-05
2022/8/8 10:15,306.01,999.14,62.97,2.28,58.78,1.00E-05
2022/8/8 10:30,305.99,999.36,64.37,2.35,59.94,1.00E-05
2022/8/8 10:45,305.96,999.58,65.78,2.43,61.47,1.00E-05
2022/8/8 11:00,305.93,999.81,67.19,2.5,62.45,1.00E-05
2022/8/8 11:15,306.05,999.79,67.52,2.59,62.66,1.00E-05
2022/8/8 11:30,306.16,999.77,67.85,2.67,62.99,1.00E-05
2022/8/8 11:45,306.28,999.75,68.19,2.76,63.78,1.00E-05
2022/8/8 12:00,306.39,999.73,68.52,2.84,64.42,1.00E-05
2022/8/8 12:15,306.41,999.86,68.68,2.88,64.94,1.00E-05
2022/8/8 12:30,306.44,999.98,68.84,2.91,65.11,1.00E-05
2022/8/8 12:45,306.46,1000.11,69,2.95,64.65,1.00E-05
2022/8/8 13:00,306.48,1000.23,69.17,2.99,63.18,1.00E-05
2022/8/8 13:15,306.35,1000.36,69.26,3.08,61.03,1.00E-05
2022/8/8 13:30,306.23,1000.49,69.36,3.17,58.94,1.00E-05
2022/8/8 13:45,306.11,1000.62,69.46,3.26,57.91,1.00E-05
2022/8/8 14:00,305.98,1000.75,69.56,3.35,57.19,1.00E-05
2022/8/8 14:15,305.65,1000.75,69.71,3.36,57.04,1.00E-05
2022/8/8 14:30,305.32,1000.74,69.85,3.37,57.15,1.00E-05
2022/8/8 14:45,304.98,1000.74,70,3.38,57.33,1.00E-05
2022/8/8 15:00,304.65,1000.74,70.15,3.39,57.33,1.00E-05
2022/8/8 15:15,304.63,1000.85,70.39,3.32,57.38,1.00E-05
2022/8/8 15:30,304.61,1000.97,70.63,3.24,56.97,1.00E-05
2022/8/8 15:45,304.59,1001.08,70.87,3.17,57.1,1.00E-05
2022/8/8 16:00,304.57,1001.19,71.11,3.09,57.04,1.00E-05
2022/8/8 16:15,304.48,1001.22,71.34,3,56.58,1.00E-05
2022/8/8 16:30,304.39,1001.25,71.57,2.9,56.22,1.00E-05
2022/8/8 16:45,304.29,1001.28,71.8,2.8,55.65,1.00E-05
2022/8/8 17:00,304.2,1001.32,72.03,2.71,54.64,1.00E-05
2022/8/8 17:15,304.19,1001.23,72.49,2.63,54.03,1.00E-05
2022/8/8 17:30,304.19,1001.14,72.95,2.55,53.38,1.00E-05
2022/8/8 17:45,304.19,1001.06,73.4,2.47,53.21,1.00E-05
2022/8/8 18:00,304.19,1000.97,73.86,2.39,53.59,1.00E-05
2022/8/8 18:15,304.18,1000.99,74.2,2.36,53.9,1.00E-05
2022/8/8 18:30,304.17,1001.01,74.54,2.32,53.87,1.00E-05
2022/8/8 18:45,304.16,1001.04,74.89,2.29,54.08,1.00E-05
2022/8/8 19:00,304.16,1001.06,75.23,2.26,54.07,1.00E-05
2022/8/8 19:15,303.93,1000.99,75.53,2.24,53.98,1.00E-05
2022/8/8 19:30,303.7,1000.92,75.83,2.23,53.71,1.00E-05
2022/8/8 19:45,303.47,1000.85,76.14,2.21,53.34,1.00E-05
2022/8/8 20:00,303.24,1000.78,76.44,2.19,52.49,1.00E-05
2022/8/8 20:15,303.19,1000.87,76.66,2.18,52.15,1.00E-05
2022/8/8 20:30,303.13,1000.97,76.89,2.17,51.81,1.00E-05
2022/8/8 20:45,303.08,1001.07,77.11,2.16,51.3,1.00E-05
2022/8/8 21:00,303.03,1001.16,77.34,2.15,50.82,1.00E-05
2022/8/8 21:15,303.67,1001.16,78.8,2.1,50.32,1.00E-05
2022/8/8 21:30,304.31,1001.15,80.27,2.06,49.9,1.00E-05
2022/8/8 21:45,304.95,1001.15,81.73,2.02,49.2,1.00E-05
2022/8/8 22:00,305.59,1001.15,83.2,1.97,48.9,1.00E-05
2022/8/8 22:15,305.51,1001.31,82.68,2.17,48.9,1.00E-05
2022/8/8 22:30,305.44,1001.47,82.16,2.37,49.05,1.00E-05
2022/8/8 22:45,305.36,1001.64,81.64,2.57,49.48,1.00E-05
2022/8/8 23:00,305.29,1001.8,81.12,2.77,49.61,1.00E-05
2022/8/8 23:15,305.15,1001.78,79.58,2.78,50,1.00E-05
2022/8/8 23:30,305.02,1001.76,78.04,2.8,50.75,1.00E-05
2022/8/8 23:45,304.89,1001.74,76.5,2.81,50.93,1.00E-05
2022/8/9 0:00,304.75,1001.72,74.96,2.82,46.78,1.00E-05
2022/8/9 0:15,304.75,1001.7,73.08,2.86,46.73,1.00E-05
2022/8/9 0:30,304.74,1001.67,71.2,2.9,46.64,1.00E-05
2022/8/9 0:45,304.74,1001.65,69.33,2.94,46.58,1.00E-05
2022/8/9 1:00,304.73,1001.62,67.45,2.97,46.34,1.00E-05
2022/8/9 1:15,305.65,1001.73,65.51,3,45.9,1.00E-05
2022/8/9 1:30,306.57,1001.85,63.57,3.02,45.57,1.00E-05
2022/8/9 1:45,307.48,1001.96,61.64,3.05,45.03,1.00E-05
2022/8/9 2:00,308.4,1002.08,59.7,3.08,45.11,1.00E-05
2022/8/9 2:15,308.38,1002.05,58.46,3.13,44.14,1.00E-05
2022/8/9 2:30,308.35,1002.02,57.23,3.19,42.94,1.00E-05
2022/8/9 2:45,308.33,1001.99,55.99,3.24,41.88,1.00E-05
2022/8/9 3:00,308.31,1001.96,54.76,3.3,41.52,1.00E-05
2022/8/9 3:15,308.35,1001.89,53.87,3.24,41.75,1.00E-05
2022/8/9 3:30,308.4,1001.82,52.99,3.18,42.28,1.00E-05
2022/8/9 3:45,308.44,1001.75,52.11,3.13,42.48,1.00E-05
2022/8/9 4:00,308.48,1001.68,51.22,3.07,42.38,1.00E-05
2022/8/9 4:15,308.84,1001.54,50.5,2.97,42.25,1.00E-05
2022/8/9 4:30,309.19,1001.39,49.77,2.87,42.6,1.00E-05
2022/8/9 4:45,309.55,1001.24,49.04,2.76,42.8,1.00E-05
2022/8/9 5:00,309.9,1001.09,48.31,2.66,43.33,1.00E-05
2022/8/9 5:15,309.93,1000.97,47.81,2.59,43.38,1.00E-05
2022/8/9 5:30,309.96,1000.84,47.31,2.53,43.66,1.00E-05
2022/8/9 5:45,309.99,1000.71,46.8,2.46,43.51,1.00E-05
2022/8/9 6:00,310.03,1000.58,46.3,2.39,43.41,1.00E-05
2022/8/9 6:15,309.99,1000.47,46.02,2.4,43.49,1.00E-05
2022/8/9 6:30,309.96,1000.36,45.75,2.4,43.02,1.00E-05
2022/8/9 6:45,309.93,1000.26,45.47,2.41,42.1,1.00E-05
2022/8/9 7:00,309.89,1000.15,45.2,2.42,42.23,1.00E-05
2022/8/9 7:15,309.82,999.98,45.16,2.46,42.58,1.00E-05
2022/8/9 7:30,309.76,999.82,45.12,2.5,43.42,1.00E-05
2022/8/9 7:45,309.69,999.66,45.08,2.54,44.32,1.00E-05
2022/8/9 8:00,309.62,999.49,45.04,2.58,44.95,1.00E-05
2022/8/9 8:15,309.58,999.45,45.71,2.58,44.27,1.00E-05
2022/8/9 8:30,309.54,999.41,46.37,2.57,44.19,0.01
2022/8/9 8:45,309.49,999.37,47.04,2.57,44.37,0.01
2022/8/9 9:00,309.45,999.33,47.7,2.57,44.28,0.01
2022/8/9 9:15,308.54,999.4,50.3,2.28,43.65,0.01
2022/8/9 9:30,307.64,999.47,52.89,1.99,43.93,0.01
2022/8/9 9:45,306.73,999.53,55.49,1.7,44.34,1.00E-05
2022/8/9 10:00,305.82,999.6,58.08,1.41,44.53,1.00E-05
2022/8/9 10:15,305.78,999.66,60.01,1.51,45.43,1.00E-05
2022/8/9 10:30,305.74,999.73,61.93,1.61,45.69,1.00E-05
2022/8/9 10:45,305.71,999.8,63.86,1.71,46.58,1.00E-05
2022/8/9 11:00,305.67,999.86,65.79,1.81,47.89,1.00E-05
2022/8/9 11:15,305.66,999.97,66.81,1.9,48.87,1.00E-05
2022/8/9 11:30,305.66,1000.07,67.83,1.98,49.85,1.00E-05
2022/8/9 11:45,305.66,1000.18,68.85,2.07,50.98,1.00E-05
2022/8/9 12:00,305.66,1000.28,69.87,2.15,51.82,1.00E-05
2022/8/9 12:15,305.69,1000.51,70.36,2.23,52.41,1.00E-05
2022/8/9 12:30,305.72,1000.74,70.84,2.31,52.18,1.00E-05
2022/8/9 12:45,305.75,1000.96,71.32,2.38,51.36,1.00E-05
2022/8/9 13:00,305.78,1001.19,71.81,2.46,49.58,1.00E-05
2022/8/9 13:15,305.52,1001.25,71.96,2.55,47.88,1.00E-05
2022/8/9 13:30,305.26,1001.31,72.1,2.64,46.65,1.00E-05
2022/8/9 13:45,305.01,1001.37,72.25,2.73,46.62,1.00E-05
2022/8/9 14:00,304.75,1001.43,72.4,2.81,46.72,1.00E-05
2022/8/9 14:15,304.32,1001.5,72.3,2.86,47.1,1.00E-05
2022/8/9 14:30,303.89,1001.57,72.21,2.91,47.52,1.00E-05
2022/8/9 14:45,303.47,1001.65,72.11,2.95,48.21,1.00E-05
2022/8/9 15:00,303.04,1001.72,72.02,3,48.36,1.00E-05
2022/8/9 15:15,303.12,1001.69,72.12,2.97,48.54,1.00E-05
2022/8/9 15:30,303.2,1001.66,72.21,2.94,48.36,1.00E-05
2022/8/9 15:45,303.28,1001.63,72.31,2.91,48.41,1.00E-05
2022/8/9 16:00,303.37,1001.6,72.4,2.88,48.32,1.00E-05
2022/8/9 16:15,303.23,1001.6,72.55,2.76,48.37,1.00E-05
2022/8/9 16:30,303.1,1001.6,72.69,2.63,48.44,1.00E-05
2022/8/9 16:45,302.97,1001.61,72.84,2.51,48.19,1.00E-05
2022/8/9 17:00,302.84,1001.61,72.98,2.38,48.05,1.00E-05
2022/8/9 17:15,302.84,1001.51,73.4,2.26,48.16,1.00E-05
2022/8/9 17:30,302.84,1001.42,73.82,2.14,48.23,1.00E-05
2022/8/9 17:45,302.83,1001.32,74.24,2.01,48.6,1.00E-05
2022/8/9 18:00,302.83,1001.23,74.67,1.89,49.33,1.00E-05
2022/8/9 18:15,302.83,1001.23,74.9,1.84,49.64,1.00E-05
2022/8/9 18:30,302.82,1001.24,75.14,1.79,50.03,1.00E-05
2022/8/9 18:45,302.82,1001.24,75.38,1.74,50.21,1.00E-05
2022/8/9 19:00,302.82,1001.24,75.62,1.69,50.43,1.00E-05
2022/8/9 19:15,302.6,1001.23,75.96,1.65,50.05,1.00E-05
2022/8/9 19:30,302.38,1001.21,76.31,1.61,50.03,1.00E-05
2022/8/9 19:45,302.16,1001.19,76.66,1.57,50,1.00E-05
2022/8/9 20:00,301.94,1001.17,77,1.53,49.56,1.00E-05
2022/8/9 20:15,301.91,1001.23,77.32,1.54,49.17,1.00E-05
2022/8/9 20:30,301.88,1001.28,77.63,1.55,48.75,1.00E-05
2022/8/9 20:45,301.85,1001.34,77.95,1.56,47.65,1.00E-05
2022/8/9 21:00,301.82,1001.39,78.27,1.57,47.1,1.00E-05
2022/8/9 21:15,302.45,1001.46,78.76,1.52,46.11,1.00E-05
2022/8/9 21:30,303.08,1001.53,79.26,1.47,45.13,1.00E-05
2022/8/9 21:45,303.7,1001.6,79.76,1.42,44.26,1.00E-05
2022/8/9 22:00,304.33,1001.67,80.26,1.37,43.69,1.00E-05
2022/8/9 22:15,304.4,1001.86,80.21,1.3,43.64,1.00E-05
2022/8/9 22:30,304.46,1002.04,80.15,1.24,43.97,1.00E-05
2022/8/9 22:45,304.52,1002.22,80.1,1.18,44.36,1.00E-05
2022/8/9 23:00,304.58,1002.41,80.05,1.11,44.26,1.00E-05
2022/8/9 23:15,304.52,1002.49,78.6,1.08,44.59,1.00E-05
2022/8/9 23:30,304.46,1002.56,77.16,1.05,44.72,1.00E-05
2022/8/9 23:45,304.39,1002.64,75.71,1.02,44.62,1.00E-05
2022/8/10 0:00,304.33,1002.71,74.26,0.98,41.52,1.00E-05
2022/8/10 0:15,304.37,1002.77,72.21,0.93,41.59,1.00E-05
2022/8/10 0:30,304.4,1002.82,70.16,0.87,41.56,1.00E-05
2022/8/10 0:45,304.44,1002.87,68.11,0.82,41.59,1.00E-05
2022/8/10 1:00,304.47,1002.92,66.06,0.77,41.79,1.00E-05
2022/8/10 1:15,305.27,1002.99,64.68,0.69,42.11,1.00E-05
2022/8/10 1:30,306.06,1003.06,63.29,0.61,42.06,1.00E-05
2022/8/10 1:45,306.85,1003.13,61.91,0.53,42.13,1.00E-05
2022/8/10 2:00,307.65,1003.2,60.52,0.45,42.45,1.00E-05
2022/8/10 2:15,307.61,1003.18,59.34,0.45,42.52,1.00E-05
2022/8/10 2:30,307.58,1003.17,58.16,0.45,42.01,1.00E-05
2022/8/10 2:45,307.54,1003.15,56.97,0.44,41.63,1.00E-05
2022/8/10 3:00,307.51,1003.14,55.79,0.44,41.87,1.00E-05
2022/8/10 3:15,307.54,1003.14,54.42,0.61,42.59,1.00E-05
2022/8/10 3:30,307.57,1003.14,53.06,0.77,43.04,1.00E-05
2022/8/10 3:45,307.59,1003.15,51.69,0.94,43.89,1.00E-05
2022/8/10 4:00,307.62,1003.15,50.33,1.11,45.04,1.00E-05
2022/8/10 4:15,308.01,1002.99,49.58,1.13,45.15,1.00E-05
2022/8/10 4:30,308.4,1002.83,48.83,1.15,45.04,1.00E-05
2022/8/10 4:45,308.78,1002.67,48.09,1.17,45.36,1.00E-05
2022/8/10 5:00,309.17,1002.5,47.34,1.19,46.29,1.00E-05
2022/8/10 5:15,309.12,1002.43,46.92,1.31,46.99,1.00E-05
2022/8/10 5:30,309.07,1002.36,46.5,1.43,47.85,1.00E-05
2022/8/10 5:45,309.02,1002.29,46.08,1.55,48.31,1.00E-05
2022/8/10 6:00,308.97,1002.22,45.66,1.67,49.47,1.00E-05
2022/8/10 6:15,308.98,1002.02,45.6,1.88,50.72,1.00E-05
2022/8/10 6:30,308.99,1001.83,45.54,2.1,51.25,1.00E-05
2022/8/10 6:45,308.99,1001.63,45.48,2.32,51.4,1.00E-05
2022/8/10 7:00,309,1001.44,45.42,2.53,51.42,1.00E-05
2022/8/10 7:15,309.15,1001.33,45.37,2.66,51.56,1.00E-05
2022/8/10 7:30,309.3,1001.23,45.32,2.79,52.47,1.00E-05
2022/8/10 7:45,309.46,1001.12,45.28,2.92,53.48,1.00E-05
2022/8/10 8:00,309.61,1001.01,45.23,3.05,54.02,1.00E-05
2022/8/10 8:15,309.57,1000.95,46.42,2.97,53.57,1.00E-05
2022/8/10 8:30,309.53,1000.9,47.6,2.88,53.08,1.00E-05
2022/8/10 8:45,309.49,1000.84,48.79,2.8,52.3,1.00E-05
2022/8/10 9:00,309.44,1000.78,49.98,2.72,51.16,1.00E-05
